order_id,date,customer_id,customer_name,age,gender,region,category,product,quantity,unit_price,discount_pct,payment_method,order_status,rating,year,months,day
ORD00090,2022-04-17,CUST2690,Divya,48,F,South,Toys,LEGO Set,5,3022.03,10,Credit Card,Pending,1.9,2022,4,17
ORD00091,2023-07-29,CUST2514,Anita,61,F,Central,Toys,RC Car,10,1169.49,15,Credit Card,Pending,4.3,2023,7,29
ORD00092,2022-05-27,CUST0582,Vijay,65,M,North,Food,Spices Pack,6,1787.57,5,Credit Card,Returned,2.6,2022,5,27
ORD00093,2023-08-05,CUST0638,Divya,28,F,Central,Furniture,Sofa,3,1881.76,10,Credit Card,Delivered,4.5,2023,8,5
ORD00094,2022-10-07,CUST1414,Pooja,45,F,North,Books,Self-Help,8,3055.03,15,UPI,Cancelled,3.0,2022,10,7
ORD00095,2022-11-05,CUST1047,Priya,36,F,East,Clothing,Saree,10,321.17,5,Credit Card,Delivered,4.1,2022,11,5
ORD00096,2023-05-28,CUST1451,Divya,22,F,West,Clothing,Jeans,7,2686.28,5,Credit Card,Cancelled,3.7,2023,5,28
ORD00097,2023-12-28,CUST1660,Arjun,19,M,East,Electronics,Tablet,10,2174.96,15,Cash,Cancelled,2.2,2023,12,28
ORD00098,2023-06-21,CUST1271,Anita,65,F,East,Furniture,Chair,4,2206.6,15,Cash,Pending,0.0,2023,6,21
ORD00099,2022-12-26,CUST0605,Amit,33,M,North,Sports,Cricket Bat,9,2574.26,10,Cash,Pending,4.3,2022,12,26
ORD00100,2023-04-21,CUST1839,Vijay,61,M,Central,Sports,Football,2,926.87,15,Debit Card,Pending,4.0,2023,4,21
ORD00101,2022-10-09,CUST0304,Sneha,37,F,West,Furniture,Chair,8,2238.93,10,Net Banking,Delivered,2.4,2022,10,9
ORD00102,2023-09-22,CUST2378,Karan,53,M,North,Toys,RC Car,2,3241.1,0,Net Banking,Returned,2.5,2023,9,22
ORD00103,2022-04-16,CUST2926,Ritu,23,F,Central,Furniture,Bed Frame,3,4790.73,15,Cash,Delivered,4.3,2022,4,16
ORD00104,2023-01-17,CUST1386,Arjun,61,M,Central,Furniture,Bed Frame,9,3068.54,10,Credit Card,Pending,2.5,2023,1,17
ORD00105,2022-06-03,CUST0580,Karan,40,M,East,Electronics,Smartwatch,7,1456.53,20,Net Banking,Returned,3.3,2022,6,3
ORD00106,2022-04-06,CUST1483,Ravi,19,M,East,Sports,Yoga Mat,6,4075.26,20,UPI,Returned,2.7,2022,4,6
ORD00107,2022-06-08,CUST0415,Karan,50,M,Central,Toys,Puzzle,4,1171.39,5,Debit Card,Delivered,0.0,2022,6,8
ORD00108,2023-12-11,CUST0679,Ritu,64,F,West,Clothing,Kurta,7,813.55,5,Credit Card,Cancelled,4.2,2023,12,11
ORD00109,2022-08-28,CUST1922,Kavya,30,F,East,Furniture,Bed Frame,5,3774.34,15,Debit Card,Cancelled,2.2,2022,8,28
ORD00110,2022-07-24,CUST1025,Meera,21,F,West,Toys,Puzzle,9,2660.93,5,UPI,Delivered,1.6,2022,7,24
ORD00111,2022-05-31,CUST0910,Ravi,46,M,East,Electronics,Phone,5,2274.13,20,Credit Card,Cancelled,1.4,2022,5,31
ORD00112,2023-01-19,CUST0406,Nikhil,63,M,East,Sports,Badminton Set,4,1961.52,0,Cash,Returned,2.3,2023,1,19
ORD00113,2023-04-05,CUST0078,Ravi,34,M,South,Toys,Puzzle,3,3806.26,15,Cash,Cancelled,4.6,2023,4,5
ORD00114,2023-10-17,CUST0455,Ravi,49,M,Central,Clothing,Jacket,2,286.36,15,Debit Card,Delivered,2.8,2023,10,17
ORD00115,2023-08-08,CUST0351,Vijay,51,M,East,Food,Dal 2kg,1,3093.31,5,Credit Card,Delivered,3.7,2023,8,8
ORD00116,2023-01-01,CUST2692,Pooja,58,F,North,Electronics,Headphones,6,1305.57,0,Debit Card,Pending,2.4,2023,1,1
ORD00117,2023-12-03,CUST2588,Rahul,29,M,South,Food,Biscuits,6,4076.87,5,Credit Card,Cancelled,3.8,2023,12,3
ORD00118,2022-11-14,CUST2225,Ravi,48,M,East,Clothing,T-Shirt,4,4434.66,10,Credit Card,Returned,5.0,2022,11,14
ORD00119,2023-03-24,CUST1584,Nisha,39,F,South,Toys,LEGO Set,6,1402.42,10,Net Banking,Cancelled,4.0,2023,3,24
ORD00120,2022-07-04,CUST0328,Asha,38,F,East,Food,Rice 5kg,7,440.69,20,UPI,Cancelled,2.3,2022,7,4
ORD00121,2023-09-22,CUST0235,Sneha,22,F,West,Books,Self-Help,6,2263.29,10,UPI,Returned,2.1,2023,9,22
ORD00122,2022-08-30,CUST1569,Vijay,54,M,North,Toys,Board Game,8,222.25,0,Debit Card,Returned,2.5,2022,8,30
ORD00123,2023-01-11,CUST1023,Nisha,25,F,North,Food,Dal 2kg,2,2890.91,20,Cash,Cancelled,3.6,2023,1,11
ORD00124,2023-09-19,CUST2012,Asha,30,F,North,Electronics,Tablet,5,3534.99,5,Cash,Delivered,4.7,2023,9,19
ORD00125,2023-11-15,CUST2221,Sneha,36,F,East,Books,Self-Help,2,4062.04,10,Cash,Returned,1.3,2023,11,15
ORD00126,2023-05-21,CUST2270,Asha,54,F,East,Clothing,T-Shirt,4,3970.73,5,Net Banking,Returned,0.0,2023,5,21
ORD00127,2023-08-12,CUST1299,Amit,59,M,North,Food,Dal 2kg,8,2652.19,15,Net Banking,Cancelled,0.0,2023,8,12
ORD00128,2023-03-20,CUST0509,Sneha,51,F,South,Toys,Board Game,10,950.72,5,UPI,Returned,4.5,2023,3,20
ORD00129,2022-10-18,CUST2602,Karan,53,M,East,Books,Textbook,6,4740.04,20,Cash,Pending,2.0,2022,10,18
ORD00130,2022-06-25,CUST2479,Dev,39,M,Central,Books,Textbook,10,4710.95,5,Credit Card,Delivered,3.9,2022,6,25
ORD00131,2023-03-03,CUST2569,Rahul,52,M,East,Books,Cookbook,5,3273.09,20,UPI,Cancelled,1.1,2023,3,3
ORD00132,2023-03-27,CUST1394,Nikhil,56,M,South,Food,Dal 2kg,2,3458.64,5,UPI,Pending,2.9,2023,3,27
ORD00133,2022-09-05,CUST1016,Divya,27,F,North,Clothing,Jacket,9,2830.17,10,Credit Card,Pending,2.1,2022,9,5
ORD00134,2022-11-17,CUST2109,Ritu,47,F,West,Furniture,Table,3,4076.72,20,UPI,Cancelled,1.6,2022,11,17
ORD00135,2023-08-21,CUST2028,Amit,56,M,West,Furniture,Bed Frame,8,4835.1,5,UPI,Delivered,1.2,2023,8,21
ORD00136,2022-02-16,CUST0798,Nikhil,41,M,Central,Clothing,Jacket,6,3831.09,10,UPI,Delivered,3.3,2022,2,16
ORD00137,2023-11-28,CUST0397,Asha,43,F,East,Furniture,Bed Frame,5,4135.29,20,UPI,Pending,1.5,2023,11,28
ORD00138,2022-02-09,CUST1941,Suresh,51,M,West,Sports,Dumbbells,7,2525.39,0,Cash,Returned,2.3,2022,2,9
ORD00139,2023-08-31,CUST2181,Ritu,49,F,Central,Food,Cooking Oil,7,4953.55,10,UPI,Cancelled,4.3,2023,8,31
ORD00140,2023-09-04,CUST2370,Karan,54,M,South,Food,Rice 5kg,7,2939.33,0,Credit Card,Cancelled,4.9,2023,9,4
ORD00141,2022-02-02,CUST0782,Dev,19,M,West,Books,Cookbook,7,781.49,5,UPI,Cancelled,3.8,2022,2,2
ORD00142,2023-04-28,CUST0256,Nikhil,63,M,South,Books,Textbook,7,2534.01,20,Debit Card,Returned,3.9,2023,4,28
ORD00143,2023-06-30,CUST2953,Pooja,61,F,East,Sports,Yoga Mat,6,4785.59,15,Debit Card,Cancelled,2.4,2023,6,30
ORD00144,2022-10-23,CUST2003,Suresh,38,M,West,Food,Biscuits,5,1163.09,10,UPI,Pending,3.8,2022,10,23
ORD00145,2022-12-20,CUST1190,Anita,20,F,East,Sports,Dumbbells,7,4484.01,15,Credit Card,Pending,4.2,2022,12,20
ORD00146,2022-10-05,CUST0563,Meera,24,F,Central,Books,Self-Help,4,1050.24,20,Debit Card,Returned,3.8,2022,10,5
ORD00147,2022-04-13,CUST0412,Rahul,61,M,South,Books,Cookbook,4,3207.83,0,Credit Card,Returned,3.9,2022,4,13
ORD00148,2022-04-02,CUST2962,Pooja,20,F,South,Furniture,Table,5,1639.78,0,Net Banking,Returned,1.9,2022,4,2
ORD00149,2022-02-08,CUST2327,Nikhil,56,M,North,Toys,Puzzle,3,4686.21,10,UPI,Pending,0.0,2022,2,8
ORD00150,2022-10-07,CUST0666,Asha,64,F,West,Sports,Yoga Mat,3,4262.75,15,UPI,Returned,1.5,2022,10,7
ORD00151,2022-06-29,CUST1661,Karan,45,M,Central,Toys,RC Car,10,3388.29,5,UPI,Delivered,3.6,2022,6,29
ORD00152,2022-01-07,CUST1094,Anita,39,F,East,Clothing,Jeans,8,1651.83,5,Debit Card,Delivered,1.9,2022,1,7
ORD00153,2022-11-11,CUST2882,Nisha,37,F,North,Books,Textbook,1,3355.54,15,UPI,Pending,3.7,2022,11,11
ORD00154,2023-01-18,CUST1929,Suresh,52,M,South,Clothing,Saree,3,2302.14,20,Cash,Delivered,3.2,2023,1,18
ORD00155,2022-03-05,CUST0829,Asha,54,F,Central,Books,Comics,2,4590.36,0,Cash,Returned,4.6,2022,3,5
ORD00156,2022-04-04,CUST0228,Asha,47,F,South,Furniture,Chair,4,3598.74,15,Debit Card,Cancelled,2.8,2022,4,4
ORD00157,2022-01-23,CUST0893,Ritu,55,F,North,Electronics,Smartwatch,8,3380.2,10,Credit Card,Cancelled,4.3,2022,1,23
ORD00158,2022-02-02,CUST0555,Anita,59,F,West,Sports,Cricket Bat,2,4931.38,15,UPI,Cancelled,1.7,2022,2,2
ORD00159,2022-05-02,CUST2167,Divya,26,F,South,Furniture,Chair,9,708.3,10,Credit Card,Delivered,3.1,2022,5,2
ORD00160,2022-09-11,CUST0773,Pooja,64,F,North,Books,Cookbook,7,2683.07,5,Credit Card,Cancelled,1.6,2022,9,11
ORD00161,2023-09-05,CUST1003,Suresh,65,M,North,Clothing,T-Shirt,2,2990.02,15,Net Banking,Cancelled,4.5,2023,9,5
ORD00162,2022-08-28,CUST1307,Dev,54,M,Central,Clothing,T-Shirt,3,2544.28,10,UPI,Returned,3.9,2022,8,28
ORD00163,2022-03-04,CUST0718,Sneha,58,F,West,Books,Cookbook,4,2097.12,10,Debit Card,Cancelled,3.4,2022,3,4
ORD00164,2023-02-23,CUST2204,Karan,48,M,South,Books,Self-Help,9,1627.74,15,Cash,Pending,2.5,2023,2,23
ORD00165,2023-06-27,CUST0833,Arjun,39,M,North,Electronics,Smartwatch,7,4840.54,20,Net Banking,Pending,2.0,2023,6,27
ORD00166,2023-09-10,CUST0299,Dev,30,M,Central,Books,Textbook,1,1378.88,20,Debit Card,Returned,0.0,2023,9,10
ORD00167,2022-08-05,CUST0481,Kavya,65,F,West,Toys,RC Car,5,4787.25,0,Cash,Returned,4.8,2022,8,5
ORD00168,2023-10-27,CUST2101,Kavya,49,F,West,Sports,Badminton Set,5,1934.28,20,Credit Card,Cancelled,2.0,2023,10,27
ORD00169,2022-05-30,CUST2267,Kavya,55,F,Central,Food,Spices Pack,7,276.29,5,Net Banking,Pending,0.0,2022,5,30
ORD00170,2023-05-27,CUST1383,Suresh,34,M,West,Food,Cooking Oil,7,2870.46,5,Net Banking,Cancelled,4.8,2023,5,27
ORD00171,2023-10-20,CUST0305,Karan,60,M,North,Clothing,Jeans,9,2467.17,20,Credit Card,Cancelled,3.1,2023,10,20
ORD00172,2023-01-18,CUST2613,Suresh,60,M,Central,Electronics,Phone,1,1132.66,15,Net Banking,Cancelled,0.0,2023,1,18
ORD00173,2022-10-09,CUST2058,Rahul,62,M,West,Sports,Dumbbells,7,108.66,20,Cash,Delivered,2.1,2022,10,9
ORD00174,2022-12-29,CUST1529,Dev,43,M,West,Clothing,Jeans,4,3117.92,10,Debit Card,Returned,2.6,2022,12,29
ORD00175,2023-01-22,CUST0039,Ravi,62,M,South,Books,Novel,1,512.83,15,Credit Card,Cancelled,1.2,2023,1,22
ORD00176,2022-08-05,CUST2322,Nisha,48,F,East,Sports,Cricket Bat,9,4599.8,5,Credit Card,Delivered,3.8,2022,8,5
ORD00177,2022-01-17,CUST2920,Asha,43,F,North,Sports,Cricket Bat,3,4647.39,10,UPI,Returned,3.3,2022,1,17
ORD00178,2023-12-07,CUST1417,Rohan,21,M,North,Toys,Puzzle,9,1692.06,5,Net Banking,Returned,3.0,2023,12,7
ORD00179,2022-01-31,CUST1846,Karan,49,M,South,Sports,Dumbbells,10,2013.68,10,UPI,Cancelled,4.1,2022,1,31
ORD00180,2022-10-30,CUST0337,Sneha,35,F,South,Books,Cookbook,7,474.19,20,Net Banking,Returned,3.9,2022,10,30
ORD00181,2023-04-01,CUST0543,Nisha,23,F,South,Food,Rice 5kg,2,75.72,10,Net Banking,Cancelled,2.1,2023,4,1
ORD00182,2023-09-05,CUST0051,Anita,36,F,West,Electronics,Laptop,6,2793.39,20,Net Banking,Delivered,4.5,2023,9,5
ORD00183,2022-11-05,CUST0685,Rohan,45,M,East,Sports,Football,7,889.03,10,Net Banking,Pending,1.6,2022,11,5
ORD00184,2023-09-01,CUST0555,Anita,37,F,North,Food,Spices Pack,4,3618.45,15,Net Banking,Pending,2.8,2023,9,1
ORD00185,2022-05-20,CUST2848,Nisha,30,F,West,Furniture,Sofa,7,4086.6,20,UPI,Returned,3.4,2022,5,20
ORD00186,2023-01-21,CUST1496,Nisha,25,F,Central,Food,Dal 2kg,10,3920.77,10,Cash,Returned,4.1,2023,1,21
ORD00187,2023-02-23,CUST1241,Arjun,33,M,East,Books,Textbook,8,3998.54,0,Cash,Cancelled,1.6,2023,2,23
ORD00188,2023-06-03,CUST1714,Anita,52,F,North,Furniture,Bed Frame,8,2932.11,20,UPI,Delivered,4.5,2023,6,3
ORD00189,2023-07-31,CUST1637,Suresh,39,M,West,Books,Comics,3,3252.65,0,Credit Card,Delivered,3.7,2023,7,31
ORD00190,2022-08-15,CUST2784,Ravi,55,M,Central,Clothing,Kurta,9,2812.07,20,Cash,Pending,2.6,2022,8,15
ORD00191,2022-04-29,CUST1427,Arjun,37,M,East,Electronics,Tablet,7,4606.71,0,Net Banking,Returned,3.9,2022,4,29
ORD00192,2022-11-23,CUST0184,Nisha,63,F,North,Furniture,Chair,8,3623.87,15,Credit Card,Pending,0.0,2022,11,23
ORD00193,2022-12-05,CUST0950,Vijay,43,M,South,Books,Textbook,9,913.54,5,Cash,Cancelled,4.8,2022,12,5
ORD00194,2023-02-03,CUST0880,Priya,31,F,East,Books,Cookbook,4,2275.4,15,Credit Card,Delivered,0.0,2023,2,3
ORD00195,2023-06-25,CUST1592,Karan,57,M,West,Food,Cooking Oil,8,614.08,15,Debit Card,Delivered,2.3,2023,6,25
ORD00196,2023-09-22,CUST1283,Nisha,25,F,South,Toys,Puzzle,10,904.01,10,UPI,Delivered,3.7,2023,9,22
ORD00197,2022-05-22,CUST1994,Karan,58,M,Central,Books,Textbook,9,1972.89,20,Cash,Returned,2.7,2022,5,22
ORD00198,2022-02-24,CUST1985,Meera,26,F,South,Clothing,Jeans,6,4217.83,20,Net Banking,Cancelled,4.8,2022,2,24
ORD00199,2022-02-01,CUST0134,Pooja,35,F,South,Furniture,Bookshelf,8,877.9,20,Debit Card,Pending,1.9,2022,2,1
